dataset_id,campaign_id,observable_class,observable,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,apparatus
x20199041:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199041:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199041:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199041:gdg1:p5:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199041:gdg1:p6:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,1.3,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199042:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,0.8,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199042:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199042:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199042:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199042:gdg1:p5:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199042:gdg1:p6:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,323.0,100000.0,1.3,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199043:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199043:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199043:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199043:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.3,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199044:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.8,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199044:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199044:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199044:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199044:gdg1:p5:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199044:gdg1:p6:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.3,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199045:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.8,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199045:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199045:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199045:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199045:gdg1:p5:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199045:gdg1:p6:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.3,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199046:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.8,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199046:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199046:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199046:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199046:gdg1:p5:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199046:gdg1:p6:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.3,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199047:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.8,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199047:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199047:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199047:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199047:gdg1:p5:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199047:gdg1:p6:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.3,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199048:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199048:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199048:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199049:gdg1:p1:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199049:gdg1:p2:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199049:gdg1:p3:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199049:gdg1:p4:laminar burning velocity,campaign_b61f71c9265e,LBV,laminar burning velocity,373.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199050:gdg1:p1:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.9,0.0,flame cone method; slot burner
x20199050:gdg1:p2:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.95,0.0,flame cone method; slot burner
x20199050:gdg1:p3:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.0,0.0,flame cone method; slot burner
x20199050:gdg1:p4:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.05,0.0,flame cone method; slot burner
x20199050:gdg1:p5:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.1,0.0,flame cone method; slot burner
x20199050:gdg1:p6:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.2,0.0,flame cone method; slot burner
x20199050:gdg1:p7:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.3,0.0,flame cone method; slot burner
x20199050:gdg1:p8:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.4,0.0,flame cone method; slot burner
x20199051:gdg1:p1:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.8,0.0,flame cone method; slot burner
x20199051:gdg1:p2:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.9,0.0,flame cone method; slot burner
x20199051:gdg1:p3:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.95,0.0,flame cone method; slot burner
x20199051:gdg1:p4:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.0,0.0,flame cone method; slot burner
x20199051:gdg1:p5:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.05,0.0,flame cone method; slot burner
x20199051:gdg1:p6:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.1,0.0,flame cone method; slot burner
x20199051:gdg1:p7:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.2,0.0,flame cone method; slot burner
x20199051:gdg1:p8:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.3,0.0,flame cone method; slot burner
x20199051:gdg1:p9:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.4,0.0,flame cone method; slot burner
x20199052:gdg1:p1:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.8,0.0,flame cone method; slot burner
x20199052:gdg1:p2:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.85,0.0,flame cone method; slot burner
x20199052:gdg1:p3:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.9,0.0,flame cone method; slot burner
x20199052:gdg1:p4:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,0.95,0.0,flame cone method; slot burner
x20199052:gdg1:p5:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.0,0.0,flame cone method; slot burner
x20199052:gdg1:p6:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.05,0.0,flame cone method; slot burner
x20199052:gdg1:p7:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.1,0.0,flame cone method; slot burner
x20199052:gdg1:p8:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.15,0.0,flame cone method; slot burner
x20199052:gdg1:p9:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.2,0.0,flame cone method; slot burner
x20199052:gdg1:p10:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.3,0.0,flame cone method; slot burner
x20199052:gdg1:p11:laminar burning velocity,campaign_a1e35abfc26f,LBV,laminar burning velocity,298.0,101325.0,1.4,0.0,flame cone method; slot burner
x20199053:gdg1:p1:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,0.7,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199053:gdg1:p2:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,0.8,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199053:gdg1:p3:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,0.9,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199053:gdg1:p4:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199053:gdg1:p5:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.1,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199053:gdg1:p6:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.2,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199053:gdg1:p7:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.3,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199053:gdg1:p8:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.4,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199054:gdg1:p1:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,100000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199054:gdg1:p2:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,300000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x20199054:gdg1:p3:laminar burning velocity,campaign_c05311ec8444,LBV,laminar burning velocity,360.0,500000.0,1.0,0.0,outwardly propagating spherical flame; constant volume combustion chamber
x30100001:gdg1:p1:NH3,campaign_86725df1908d,species,NH3,873.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p1:NO,campaign_86725df1908d,species,NO,873.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p2:NH3,campaign_86725df1908d,species,NH3,924.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p2:NO,campaign_86725df1908d,species,NO,924.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p3:NH3,campaign_86725df1908d,species,NH3,974.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p3:NO,campaign_86725df1908d,species,NO,974.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p4:NH3,campaign_86725df1908d,species,NH3,1024.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p4:NO,campaign_86725df1908d,species,NO,1024.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p5:NH3,campaign_86725df1908d,species,NH3,1074.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p5:NO,campaign_86725df1908d,species,NO,1074.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p6:NH3,campaign_86725df1908d,species,NH3,1123.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p6:NO,campaign_86725df1908d,species,NO,1123.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p7:NH3,campaign_86725df1908d,species,NH3,1173.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p7:NO,campaign_86725df1908d,species,NO,1173.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p8:NH3,campaign_86725df1908d,species,NH3,1223.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p8:NO,campaign_86725df1908d,species,NO,1223.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p9:NH3,campaign_86725df1908d,species,NH3,1273.0,101325.0,,0.4731182795698924,flow reactor
x30100001:gdg1:p9:NO,campaign_86725df1908d,species,NO,1273.0,101325.0,,0.4731182795698924,flow reactor
x30101006:gdg1:p1:NH3,campaign_86725df1908d,species,NH3,873.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p1:NO,campaign_86725df1908d,species,NO,873.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p2:NH3,campaign_86725df1908d,species,NH3,924.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p2:NO,campaign_86725df1908d,species,NO,924.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p3:NH3,campaign_86725df1908d,species,NH3,974.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p3:NO,campaign_86725df1908d,species,NO,974.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p4:NH3,campaign_86725df1908d,species,NH3,1024.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p4:NO,campaign_86725df1908d,species,NO,1024.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p5:NH3,campaign_86725df1908d,species,NH3,1074.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p5:NO,campaign_86725df1908d,species,NO,1074.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p6:NH3,campaign_86725df1908d,species,NH3,1124.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p6:NO,campaign_86725df1908d,species,NO,1124.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p7:NH3,campaign_86725df1908d,species,NH3,1173.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p7:NO,campaign_86725df1908d,species,NO,1173.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p8:NH3,campaign_86725df1908d,species,NH3,1224.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p8:NO,campaign_86725df1908d,species,NO,1224.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p9:NH3,campaign_86725df1908d,species,NH3,1273.0,101325.0,,0.0,flow reactor (quartz)
x30101006:gdg1:p9:NO,campaign_86725df1908d,species,NO,1273.0,101325.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p1:NO,campaign_4f7ceac35db5,species,NO,938.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p2:NO,campaign_4f7ceac35db5,species,NO,1004.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p3:NO,campaign_4f7ceac35db5,species,NO,1085.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p4:NO,campaign_4f7ceac35db5,species,NO,1123.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p5:NO,campaign_4f7ceac35db5,species,NO,1178.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p6:NO,campaign_4f7ceac35db5,species,NO,1210.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p7:NO,campaign_4f7ceac35db5,species,NO,1244.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p8:NO,campaign_4f7ceac35db5,species,NO,1285.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p9:NO,campaign_4f7ceac35db5,species,NO,1328.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p10:NO,campaign_4f7ceac35db5,species,NO,1358.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg1:p11:NO,campaign_4f7ceac35db5,species,NO,1373.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p12:N2O,campaign_4f7ceac35db5,species,N2O,938.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p13:N2O,campaign_4f7ceac35db5,species,N2O,1004.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p14:N2O,campaign_4f7ceac35db5,species,N2O,1085.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p15:N2O,campaign_4f7ceac35db5,species,N2O,1178.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p16:N2O,campaign_4f7ceac35db5,species,N2O,1208.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p17:N2O,campaign_4f7ceac35db5,species,N2O,1244.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p18:N2O,campaign_4f7ceac35db5,species,N2O,1284.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p19:N2O,campaign_4f7ceac35db5,species,N2O,1328.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p20:N2O,campaign_4f7ceac35db5,species,N2O,1357.0,105250.0,,0.0,flow reactor (quartz)
x30199001:gdg2:p21:N2O,campaign_4f7ceac35db5,species,N2O,1372.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p1:N2O,campaign_4f7ceac35db5,species,N2O,1033.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p2:N2O,campaign_4f7ceac35db5,species,N2O,1121.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p3:N2O,campaign_4f7ceac35db5,species,N2O,1162.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p4:N2O,campaign_4f7ceac35db5,species,N2O,1199.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p5:N2O,campaign_4f7ceac35db5,species,N2O,1238.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p6:N2O,campaign_4f7ceac35db5,species,N2O,1277.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p7:N2O,campaign_4f7ceac35db5,species,N2O,1305.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p8:N2O,campaign_4f7ceac35db5,species,N2O,1321.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p9:N2O,campaign_4f7ceac35db5,species,N2O,1344.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg1:p10:N2O,campaign_4f7ceac35db5,species,N2O,1369.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg2:p11:NH3,campaign_4f7ceac35db5,species,NH3,974.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg2:p12:NH3,campaign_4f7ceac35db5,species,NH3,1183.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg2:p13:NH3,campaign_4f7ceac35db5,species,NH3,1224.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg2:p14:NH3,campaign_4f7ceac35db5,species,NH3,1256.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg2:p15:NH3,campaign_4f7ceac35db5,species,NH3,1285.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg2:p16:NH3,campaign_4f7ceac35db5,species,NH3,1346.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg2:p17:NH3,campaign_4f7ceac35db5,species,NH3,1368.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p18:NO,campaign_4f7ceac35db5,species,NO,1016.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p19:NO,campaign_4f7ceac35db5,species,NO,1081.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p20:NO,campaign_4f7ceac35db5,species,NO,1121.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p21:NO,campaign_4f7ceac35db5,species,NO,1163.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p22:NO,campaign_4f7ceac35db5,species,NO,1200.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p23:NO,campaign_4f7ceac35db5,species,NO,1225.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p24:NO,campaign_4f7ceac35db5,species,NO,1267.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p25:NO,campaign_4f7ceac35db5,species,NO,1287.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p26:NO,campaign_4f7ceac35db5,species,NO,1306.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p27:NO,campaign_4f7ceac35db5,species,NO,1324.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p28:NO,campaign_4f7ceac35db5,species,NO,1346.0,105250.0,,0.0,flow reactor (quartz)
x30199003:gdg3:p29:NO,campaign_4f7ceac35db5,species,NO,1369.0,105250.0,,0.0,flow reactor (quartz)
x30199006:gdg1:p1:NH3,campaign_86725df1908d,species,NH3,873.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p1:NO,campaign_86725df1908d,species,NO,873.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p2:NH3,campaign_86725df1908d,species,NH3,924.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p2:NO,campaign_86725df1908d,species,NO,924.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p3:NH3,campaign_86725df1908d,species,NH3,974.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p3:NO,campaign_86725df1908d,species,NO,974.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p4:NH3,campaign_86725df1908d,species,NH3,1024.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p4:NO,campaign_86725df1908d,species,NO,1024.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p5:NH3,campaign_86725df1908d,species,NH3,1074.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p5:NO,campaign_86725df1908d,species,NO,1074.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p6:NH3,campaign_86725df1908d,species,NH3,1124.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p6:NO,campaign_86725df1908d,species,NO,1124.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p7:NH3,campaign_86725df1908d,species,NH3,1174.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p7:NO,campaign_86725df1908d,species,NO,1174.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p8:NH3,campaign_86725df1908d,species,NH3,1224.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p8:NO,campaign_86725df1908d,species,NO,1224.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p9:NH3,campaign_86725df1908d,species,NH3,1274.0,101325.0,,0.0,flow reactor
x30199006:gdg1:p9:NO,campaign_86725df1908d,species,NO,1274.0,101325.0,,0.0,flow reactor
x30199007:gdg1:p1:O2,campaign_115e63662a5f,species,O2,453.0,3000000.0,,0.0,flow reactor (quartz); laminar
x30199007:gdg1:p1:NH3,campaign_115e63662a5f,species,NH3,453.0,3000000.0,,0.0,flow reactor (quartz); laminar
x30199007:gdg1:p2:O2,campaign_115e63662a5f,species,O2,801.0,3000000.0,,0.0,flow reactor (quartz); laminar
x30199007:gdg1:p2:NH3,campaign_115e63662a5f,species,NH3,801.0,3000000.0,,0.0,flow reactor (quartz); laminar
x30199007:gdg1:p3:O2,campaign_115e63662a5f,species,O2,827.0,3000000.0,,0.0,flow reactor (quartz); laminar
x30199007:gdg1:p3:NH3,campaign_115e63662a5f,species,NH3,827.0,3000000.0,,0.0,flow reactor (quartz); laminar
x30199007:gdg1:p4:O2,campaign_115e63662a5f,species,O2,852.0,3000000.0,,0.0,flow reactor (quartz); laminar
x30199007:gdg1:p4:NH3,campaign_115e63662a5f,species,NH3,852.0,3000000.0,,0.0,flow reactor (quartz); laminar
