dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition,measurement_class,pressure_bar
x20101016:gdg1:p3:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2306,m/s,0.00552,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.9,0.062498485855875,"{""H2"": 0.011609, ""NH3"": 0.116093}","{""CO"": 0.104484, ""N2"": 0.606572, ""O2"": 0.161241}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 1 atm",False,pending_manual_review,,x20101016.xml,10.24388/x20101016,laminar burning velocity measurement,,,23.06,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.104484, ""H2"": 0.011609, ""N2"": 0.606572, ""NH3"": 0.116093, ""O2"": 0.161241}",LBV,1.01325
x20101016:gdg1:p4:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.254,m/s,0.0058709999999999,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.0,0.0625004659577481,"{""H2"": 0.012575, ""NH3"": 0.125749}","{""CO"": 0.113174, ""N2"": 0.591317, ""O2"": 0.157186}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 1 atm",False,pending_manual_review,,x20101016.xml,10.24388/x20101016,laminar burning velocity measurement,,,25.4,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.113174, ""H2"": 0.012575, ""N2"": 0.591317, ""NH3"": 0.125749, ""O2"": 0.157186}",LBV,1.01325
x20101016:gdg1:p5:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2598,m/s,0.006007,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.1,0.0625,"{""H2"": 0.013493, ""NH3"": 0.13493}","{""CO"": 0.121437, ""N2"": 0.576811, ""O2"": 0.153329}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 1 atm",False,pending_manual_review,,x20101016.xml,10.24388/x20101016,laminar burning velocity measurement,,,25.98,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.121437, ""H2"": 0.013493, ""N2"": 0.576811, ""NH3"": 0.13493, ""O2"": 0.153329}",LBV,1.01325
x20101016:gdg1:p6:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2547,m/s,0.005904,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.2,0.0624991843393148,"{""H2"": 0.014367, ""NH3"": 0.143672}","{""CO"": 0.129304, ""N2"": 0.562999, ""O2"": 0.149658}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 1 atm",False,pending_manual_review,,x20101016.xml,10.24388/x20101016,laminar burning velocity measurement,,,25.47,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.129304, ""H2"": 0.014367, ""N2"": 0.562999, ""NH3"": 0.143672, ""O2"": 0.149658}",LBV,1.01325
x20101016:gdg1:p7:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2294,m/s,0.006031,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.3,0.0624984580972508,"{""H2"": 0.0152, ""NH3"": 0.152004}","{""CO"": 0.136804, ""N2"": 0.549833, ""O2"": 0.146158}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 1 atm",False,pending_manual_review,,x20101016.xml,10.24388/x20101016,laminar burning velocity measurement,,,22.94,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.136804, ""H2"": 0.0152, ""N2"": 0.549833, ""NH3"": 0.152004, ""O2"": 0.146158}",LBV,1.01325
x20101016:gdg1:p8:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1967,m/s,0.005171,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.4,0.0625014652444027,"{""H2"": 0.015996, ""NH3"": 0.159956}","{""CO"": 0.143961, ""N2"": 0.537269, ""O2"": 0.142818}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 1 atm",False,pending_manual_review,,x20101016.xml,10.24388/x20101016,laminar burning velocity measurement,,,19.67,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.143961, ""H2"": 0.015996, ""N2"": 0.537269, ""NH3"": 0.159956, ""O2"": 0.142818}",LBV,1.01325
x20101016:gdg1:p9:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1482,m/s,0.004742,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.5,0.0624989508904841,"{""H2"": 0.016755, ""NH3"": 0.167553}","{""CO"": 0.150798, ""N2"": 0.525266, ""O2"": 0.139628}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 1 atm",False,pending_manual_review,,x20101016.xml,10.24388/x20101016,laminar burning velocity measurement,,,14.82,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.150798, ""H2"": 0.016755, ""N2"": 0.525266, ""NH3"": 0.167553, ""O2"": 0.139628}",LBV,1.01325
x20101017:gdg1:p1:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.0933,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,202650.0,0.7,0.0625018463023078,"{""H2"": 0.009521, ""NH3"": 0.095207}","{""CO"": 0.085687, ""N2"": 0.639573, ""O2"": 0.170013}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,9.33,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.085687, ""H2"": 0.009521, ""N2"": 0.639573, ""NH3"": 0.095207, ""O2"": 0.170013}",LBV,2.0265
x20101017:gdg1:p2:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1375,m/s,0.003887,evaluated standard deviation:absolute:m/s,298.0,202650.0,0.8,0.0625016594535751,"{""H2"": 0.010593, ""NH3"": 0.105927}","{""CO"": 0.095334, ""N2"": 0.622636, ""O2"": 0.165511}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,13.75,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.095334, ""H2"": 0.010593, ""N2"": 0.622636, ""NH3"": 0.105927, ""O2"": 0.165511}",LBV,2.0265
x20101017:gdg1:p3:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1798,m/s,0.004162,evaluated standard deviation:absolute:m/s,298.0,202650.0,0.9,0.062498485855875,"{""H2"": 0.011609, ""NH3"": 0.116093}","{""CO"": 0.104484, ""N2"": 0.606572, ""O2"": 0.161241}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,17.98,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.104484, ""H2"": 0.011609, ""N2"": 0.606572, ""NH3"": 0.116093, ""O2"": 0.161241}",LBV,2.0265
x20101017:gdg1:p4:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2069,m/s,0.004411,evaluated standard deviation:absolute:m/s,298.0,202650.0,1.0,0.0625004659577481,"{""H2"": 0.012575, ""NH3"": 0.125749}","{""CO"": 0.113174, ""N2"": 0.591317, ""O2"": 0.157186}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,20.69,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.113174, ""H2"": 0.012575, ""N2"": 0.591317, ""NH3"": 0.125749, ""O2"": 0.157186}",LBV,2.0265
x20101017:gdg1:p5:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2132,m/s,0.004437,evaluated standard deviation:absolute:m/s,298.0,202650.0,1.1,0.0625,"{""H2"": 0.013493, ""NH3"": 0.13493}","{""CO"": 0.121437, ""N2"": 0.576811, ""O2"": 0.153329}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,21.32,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.121437, ""H2"": 0.013493, ""N2"": 0.576811, ""NH3"": 0.13493, ""O2"": 0.153329}",LBV,2.0265
x20101017:gdg1:p6:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2036,m/s,0.0044529999999999,evaluated standard deviation:absolute:m/s,298.0,202650.0,1.2,0.0624991843393148,"{""H2"": 0.014367, ""NH3"": 0.143672}","{""CO"": 0.129304, ""N2"": 0.562999, ""O2"": 0.149658}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,20.36,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.129304, ""H2"": 0.014367, ""N2"": 0.562999, ""NH3"": 0.143672, ""O2"": 0.149658}",LBV,2.0265
x20101017:gdg1:p7:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1835,m/s,0.004266,evaluated standard deviation:absolute:m/s,298.0,202650.0,1.3,0.0624984580972508,"{""H2"": 0.0152, ""NH3"": 0.152004}","{""CO"": 0.136804, ""N2"": 0.549833, ""O2"": 0.146158}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,18.35,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.136804, ""H2"": 0.0152, ""N2"": 0.549833, ""NH3"": 0.152004, ""O2"": 0.146158}",LBV,2.0265
x20101017:gdg1:p8:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.15,m/s,0.003964,evaluated standard deviation:absolute:m/s,298.0,202650.0,1.4,0.0625014652444027,"{""H2"": 0.015996, ""NH3"": 0.159956}","{""CO"": 0.143961, ""N2"": 0.537269, ""O2"": 0.142818}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,15.0,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.143961, ""H2"": 0.015996, ""N2"": 0.537269, ""NH3"": 0.159956, ""O2"": 0.142818}",LBV,2.0265
x20101017:gdg1:p9:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1227,m/s,0.003849,evaluated standard deviation:absolute:m/s,298.0,202650.0,1.5,0.0624989508904841,"{""H2"": 0.016755, ""NH3"": 0.167553}","{""CO"": 0.150798, ""N2"": 0.525266, ""O2"": 0.139628}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 2 atm",False,pending_manual_review,,x20101017.xml,10.24388/x20101017,laminar burning velocity measurement,,,12.27,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.150798, ""H2"": 0.016755, ""N2"": 0.525266, ""NH3"": 0.167553, ""O2"": 0.139628}",LBV,2.0265
x20101018:gdg1:p1:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1236,m/s,0.003605,evaluated standard deviation:absolute:m/s,298.0,506625.0,0.9,0.062498485855875,"{""H2"": 0.011609, ""NH3"": 0.116093}","{""CO"": 0.104484, ""N2"": 0.606572, ""O2"": 0.161241}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 5 atm",False,pending_manual_review,,x20101018.xml,10.24388/x20101018,laminar burning velocity measurement,,,12.36,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.104484, ""H2"": 0.011609, ""N2"": 0.606572, ""NH3"": 0.116093, ""O2"": 0.161241}",LBV,5.06625
x20101018:gdg1:p2:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1437,m/s,0.003754,evaluated standard deviation:absolute:m/s,298.0,506625.0,1.0,0.0625004659577481,"{""H2"": 0.012575, ""NH3"": 0.125749}","{""CO"": 0.113174, ""N2"": 0.591317, ""O2"": 0.157186}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 5 atm",False,pending_manual_review,,x20101018.xml,10.24388/x20101018,laminar burning velocity measurement,,,14.37,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.113174, ""H2"": 0.012575, ""N2"": 0.591317, ""NH3"": 0.125749, ""O2"": 0.157186}",LBV,5.06625
x20101018:gdg1:p3:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1464,m/s,0.00378,evaluated standard deviation:absolute:m/s,298.0,506625.0,1.1,0.0625,"{""H2"": 0.013493, ""NH3"": 0.13493}","{""CO"": 0.121437, ""N2"": 0.576811, ""O2"": 0.153329}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 5 atm",False,pending_manual_review,,x20101018.xml,10.24388/x20101018,laminar burning velocity measurement,,,14.64,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.121437, ""H2"": 0.013493, ""N2"": 0.576811, ""NH3"": 0.13493, ""O2"": 0.153329}",LBV,5.06625
x20101018:gdg1:p4:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1394,m/s,0.003726,evaluated standard deviation:absolute:m/s,298.0,506625.0,1.2,0.0624991843393148,"{""H2"": 0.014367, ""NH3"": 0.143672}","{""CO"": 0.129304, ""N2"": 0.562999, ""O2"": 0.149658}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 5 atm",False,pending_manual_review,,x20101018.xml,10.24388/x20101018,laminar burning velocity measurement,,,13.94,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.129304, ""H2"": 0.014367, ""N2"": 0.562999, ""NH3"": 0.143672, ""O2"": 0.149658}",LBV,5.06625
x20101018:gdg1:p5:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1211,m/s,0.003568,evaluated standard deviation:absolute:m/s,298.0,506625.0,1.3,0.0624984580972508,"{""H2"": 0.0152, ""NH3"": 0.152004}","{""CO"": 0.136804, ""N2"": 0.549833, ""O2"": 0.146158}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 5 atm",False,pending_manual_review,,x20101018.xml,10.24388/x20101018,laminar burning velocity measurement,,,12.11,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.136804, ""H2"": 0.0152, ""N2"": 0.549833, ""NH3"": 0.152004, ""O2"": 0.146158}",LBV,5.06625
x20101018:gdg1:p6:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.099,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,506625.0,1.4,0.0625014652444027,"{""H2"": 0.015996, ""NH3"": 0.159956}","{""CO"": 0.143961, ""N2"": 0.537269, ""O2"": 0.142818}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 5 atm",False,pending_manual_review,,x20101018.xml,10.24388/x20101018,laminar burning velocity measurement,,,9.9,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.143961, ""H2"": 0.015996, ""N2"": 0.537269, ""NH3"": 0.159956, ""O2"": 0.142818}",LBV,5.06625
x20101018:gdg1:p7:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.0825,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,506625.0,1.5,0.0624989508904841,"{""H2"": 0.016755, ""NH3"": 0.167553}","{""CO"": 0.150798, ""N2"": 0.525266, ""O2"": 0.139628}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 5 atm",False,pending_manual_review,,x20101018.xml,10.24388/x20101018,laminar burning velocity measurement,,,8.25,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.150798, ""H2"": 0.016755, ""N2"": 0.525266, ""NH3"": 0.167553, ""O2"": 0.139628}",LBV,5.06625
x20101019:gdg1:p1:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1037,m/s,0.003712,evaluated standard deviation:absolute:m/s,298.0,1013250.0,1.1,0.0625,"{""H2"": 0.013493, ""NH3"": 0.13493}","{""CO"": 0.121437, ""N2"": 0.576811, ""O2"": 0.153329}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 10 atm",False,pending_manual_review,,x20101019.xml,10.24388/x20101019,laminar burning velocity measurement,,,10.37,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.121437, ""H2"": 0.013493, ""N2"": 0.576811, ""NH3"": 0.13493, ""O2"": 0.153329}",LBV,10.1325
x20101019:gdg1:p2:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.0977,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,1013250.0,1.2,0.0624991843393148,"{""H2"": 0.014367, ""NH3"": 0.143672}","{""CO"": 0.129304, ""N2"": 0.562999, ""O2"": 0.149658}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 10 atm",False,pending_manual_review,,x20101019.xml,10.24388/x20101019,laminar burning velocity measurement,,,9.77,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.129304, ""H2"": 0.014367, ""N2"": 0.562999, ""NH3"": 0.143672, ""O2"": 0.149658}",LBV,10.1325
x20101019:gdg1:p3:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.0853999999999999,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,1013250.0,1.3,0.0624984580972508,"{""H2"": 0.0152, ""NH3"": 0.152004}","{""CO"": 0.136804, ""N2"": 0.549833, ""O2"": 0.146158}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 10 atm",False,pending_manual_review,,x20101019.xml,10.24388/x20101019,laminar burning velocity measurement,,,8.54,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.136804, ""H2"": 0.0152, ""N2"": 0.549833, ""NH3"": 0.152004, ""O2"": 0.146158}",LBV,10.1325
x20101019:gdg1:p4:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.0636,m/s,0.005,evaluated standard deviation:absolute:m/s,298.0,1013250.0,1.4,0.0625014652444027,"{""H2"": 0.015996, ""NH3"": 0.159956}","{""CO"": 0.143961, ""N2"": 0.537269, ""O2"": 0.142818}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 10%, P = 10 atm",False,pending_manual_review,,x20101019.xml,10.24388/x20101019,laminar burning velocity measurement,,,6.36,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.143961, ""H2"": 0.015996, ""N2"": 0.537269, ""NH3"": 0.159956, ""O2"": 0.142818}",LBV,10.1325
x20101020:gdg1:p1:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.1714,m/s,0.0060009999999999,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.7,0.2500019693878355,"{""H2"": 0.047604, ""NH3"": 0.095207}","{""CO"": 0.047604, ""N2"": 0.639573, ""O2"": 0.170013}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 50%, P = 1 atm",False,pending_manual_review,,x20101020.xml,10.24388/x20101020,laminar burning velocity measurement,,,17.14,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.047604, ""H2"": 0.047604, ""N2"": 0.639573, ""NH3"": 0.095207, ""O2"": 0.170013}",LBV,1.01325
x20101020:gdg1:p2:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2253,m/s,0.007055,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.8,0.2499982299088757,"{""H2"": 0.052963, ""NH3"": 0.105927}","{""CO"": 0.052963, ""N2"": 0.622636, ""O2"": 0.165511}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 50%, P = 1 atm",False,pending_manual_review,,x20101020.xml,10.24388/x20101020,laminar burning velocity measurement,,,22.53,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.052963, ""H2"": 0.052963, ""N2"": 0.622636, ""NH3"": 0.105927, ""O2"": 0.165511}",LBV,1.01325
x20101020:gdg1:p3:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.2727,m/s,0.008483,evaluated standard deviation:absolute:m/s,298.0,101325.0,0.9,0.2500016150809801,"{""H2"": 0.058047, ""NH3"": 0.116093}","{""CO"": 0.058047, ""N2"": 0.606572, ""O2"": 0.161241}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 50%, P = 1 atm",False,pending_manual_review,,x20101020.xml,10.24388/x20101020,laminar burning velocity measurement,,,27.27,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.058047, ""H2"": 0.058047, ""N2"": 0.606572, ""NH3"": 0.116093, ""O2"": 0.161241}",LBV,1.01325
x20101020:gdg1:p4:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.3081,m/s,0.009202,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.0,0.2499985089315003,"{""H2"": 0.062874, ""NH3"": 0.125749}","{""CO"": 0.062874, ""N2"": 0.591317, ""O2"": 0.157186}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 50%, P = 1 atm",False,pending_manual_review,,x20101020.xml,10.24388/x20101020,laminar burning velocity measurement,,,30.81,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.062874, ""H2"": 0.062874, ""N2"": 0.591317, ""NH3"": 0.125749, ""O2"": 0.157186}",LBV,1.01325
x20101020:gdg1:p5:laminar burning velocity,campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,,outwardly propagating spherical flame; premixed,laminar burning velocity,0.3339,m/s,0.009712,evaluated standard deviation:absolute:m/s,298.0,101325.0,1.1,0.25,"{""H2"": 0.067465, ""NH3"": 0.13493}","{""CO"": 0.067465, ""N2"": 0.576811, ""O2"": 0.153329}",Sl,"location: Main Article (figure); Supp. Mat. (data source); figure: Fig. 4., beta = 50%, P = 1 atm",False,pending_manual_review,,x20101020.xml,10.24388/x20101020,laminar burning velocity measurement,,,33.39,cm/s,"Andras Gy. Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""CO"": 0.067465, ""H2"": 0.067465, ""N2"": 0.576811, ""NH3"": 0.13493, ""O2"": 0.153329}",LBV,1.01325
